path,classification,current_path,area,decision,evidence,reason,inspection,baseline_sha256,current_sha256
scripts/audits/ask-benchmark-preflight.mjs,KEEP,scripts/audits/ask-benchmark-preflight.mjs,Developer/operator entry points,,repository/CI/operator/evidence entry; see feature inventory,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,c7b45e06d54e778656b66ee48c64d9056f5dd60c50c2d4900d12985d07fe1700,c7b45e06d54e778656b66ee48c64d9056f5dd60c50c2d4900d12985d07fe1700
scripts/audits/ask-candidate-integration.cases.mjs,KEEP,scripts/audits/ask-candidate-integration.cases.mjs,Developer/operator entry points,,tests/ask-candidate-rpc-integration.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,8d097731bd51666fa2c99b78eb87529c975ec9591cff2bfb5359cda71c884215,8d097731bd51666fa2c99b78eb87529c975ec9591cff2bfb5359cda71c884215
scripts/audits/ask-completion-execution.cases.mjs,KEEP,scripts/audits/ask-completion-execution.cases.mjs,Developer/operator entry points,,tests/ask-completion-integration.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,06b57647f9232369db757d39870f2c462bc0cb30f22ab93e8bb5d600a3b4fd83,06b57647f9232369db757d39870f2c462bc0cb30f22ab93e8bb5d600a3b4fd83
scripts/audits/ask-context-authority.live.mjs,DECISION NEEDED,scripts/audits/ask-context-authority.live.mjs,Developer/operator entry points,D6,repository/CI/operator/evidence entry; see feature inventory,Separately invoked developer/live-benchmark tooling; retain historical reproducibility pending support decision; not executed.,structural/content reference scan; retained conservatively,5d34932a75cdbb5d0959ece5329a8e350fe3bfd0e2fa9bdcf015a35e4431be6a,5d34932a75cdbb5d0959ece5329a8e350fe3bfd0e2fa9bdcf015a35e4431be6a
scripts/audits/ask-conversational-v1.cases.mjs,KEEP,scripts/audits/ask-conversational-v1.cases.mjs,Developer/operator entry points,,docs/ask-conversational-v1-checkpoint.md; docs/ask-production-correction-recovery-checkpoint.md; tests/ask-conversational-v1.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,8b0f7fa6e7e423a580187175879d98bb259bb84ec01632a69aaad8722cfe9838,8b0f7fa6e7e423a580187175879d98bb259bb84ec01632a69aaad8722cfe9838
scripts/audits/ask-digestive-recall.cases.mjs,KEEP,scripts/audits/ask-digestive-recall.cases.mjs,Developer/operator entry points,,tests/ask-digestive-recall.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,161b2cd33f1db052160b71d086a8fdc7fbac43e8f22dd852ffc3675e1a136556,161b2cd33f1db052160b71d086a8fdc7fbac43e8f22dd852ffc3675e1a136556
scripts/audits/ask-embedded-postgres-validation.mjs,KEEP,scripts/audits/ask-embedded-postgres-validation.mjs,Developer/operator entry points,,docs/ask-database-lifetime-readiness.md,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,e818237ba232f879de56d675daf539671e5c0f08bc002495edf3fbf5d6efdc46,e818237ba232f879de56d675daf539671e5c0f08bc002495edf3fbf5d6efdc46
scripts/audits/ask-episode-history.cases.mjs,KEEP,scripts/audits/ask-episode-history.cases.mjs,Developer/operator entry points,,docs/ask-resolution-status-grounding.md; docs/ask-runner-gap-review.md; tests/ask-episode-history.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,c1520c1ca2cbbdc16f20fda02f2dc29f1c6ab8d55dc3fe559f713fc9a6e24329,c1520c1ca2cbbdc16f20fda02f2dc29f1c6ab8d55dc3fe559f713fc9a6e24329
scripts/audits/ask-episode-membership-contract.cases.mjs,KEEP,scripts/audits/ask-episode-membership-contract.cases.mjs,Developer/operator entry points,,docs/ask-episode-membership-contract.md; tests/ask-episode-membership-contract.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,5f49d63dd8dfc8006183f858ce7623772d94fa7e72fdeac2d95c0a8cb2539661,5f49d63dd8dfc8006183f858ce7623772d94fa7e72fdeac2d95c0a8cb2539661
scripts/audits/ask-episode-review-regressions.cases.mjs,KEEP,scripts/audits/ask-episode-review-regressions.cases.mjs,Developer/operator entry points,,docs/ask-resolution-status-grounding.md; tests/ask-episode-history.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,01d222f1cd2afb0d44dc5c0d685d0642f06d627a61f19c8861c469e660158b7d,01d222f1cd2afb0d44dc5c0d685d0642f06d627a61f19c8861c469e660158b7d
scripts/audits/ask-evidence-contract.cases.mjs,KEEP,scripts/audits/ask-evidence-contract.cases.mjs,Developer/operator entry points,,docs/ask-evidence-contract-stage-1.md; docs/ask-resolution-status-grounding.md; tests/ask-evidence-contract.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,bf4be2bc76130539f089f94d4fed97405670964fddb6718e5b092686553ae3e4,bf4be2bc76130539f089f94d4fed97405670964fddb6718e5b092686553ae3e4
scripts/audits/ask-five-year.live.mjs,DECISION NEEDED,scripts/audits/ask-five-year.live.mjs,Developer/operator entry points,D6,repository/CI/operator/evidence entry; see feature inventory,Separately invoked developer/live-benchmark tooling; retain historical reproducibility pending support decision; not executed.,structural/content reference scan; retained conservatively,3055092da4dfb7f87155b309367c190f3ce6934c391e7bd2c074753b150c8165,3055092da4dfb7f87155b309367c190f3ce6934c391e7bd2c074753b150c8165
scripts/audits/ask-general-blockers.live.mjs,DECISION NEEDED,scripts/audits/ask-general-blockers.live.mjs,Developer/operator entry points,D6,repository/CI/operator/evidence entry; see feature inventory,Separately invoked developer/live-benchmark tooling; retain historical reproducibility pending support decision; not executed.,structural/content reference scan; retained conservatively,c4f3359552e6f99771b601f3d6af63194118ba1a1362604d619cd249967b00b0,c4f3359552e6f99771b601f3d6af63194118ba1a1362604d619cd249967b00b0
scripts/audits/ask-generalization.cases.mjs,KEEP,scripts/audits/ask-generalization.cases.mjs,Developer/operator entry points,,tests/ask-generalization.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,6947c4f22b255be9491da99b475e6ce87111cf123abd2765f78ec5b0b5789504,6947c4f22b255be9491da99b475e6ce87111cf123abd2765f78ec5b0b5789504
scripts/audits/ask-generalization.live.mjs,DECISION NEEDED,scripts/audits/ask-generalization.live.mjs,Developer/operator entry points,D6,repository/CI/operator/evidence entry; see feature inventory,Separately invoked developer/live-benchmark tooling; retain historical reproducibility pending support decision; not executed.,structural/content reference scan; retained conservatively,a206cf8223e5d575734cdd6cc76beca61cb4fd02105d672e2e04fb493e3017b8,a206cf8223e5d575734cdd6cc76beca61cb4fd02105d672e2e04fb493e3017b8
scripts/audits/ask-governed-freeform.cases.mjs,KEEP,scripts/audits/ask-governed-freeform.cases.mjs,Developer/operator entry points,,docs/ask-governed-freeform-episodes.md; tests/ask-governed-freeform.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,ec45ff9d6a8693d2569e27e4882b77b1beaeb811cb61af08a40f107a85f734ab,ec45ff9d6a8693d2569e27e4882b77b1beaeb811cb61af08a40f107a85f734ab
scripts/audits/ask-history-stage-2.cases.mjs,KEEP,scripts/audits/ask-history-stage-2.cases.mjs,Developer/operator entry points,,docs/ask-history-linked-source-consistency-report.md; docs/ask-lifetime-history-stage-2-report.md; docs/ask-resolution-status-grounding.md; docs/ask-runner-gap-review.md; tests/ask-history-stage-2.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,db47c1fe03baf1cf9540ff0ea18b97e55658c1bf603643fc42ecf79e95d7821f,db47c1fe03baf1cf9540ff0ea18b97e55658c1bf603643fc42ecf79e95d7821f
scripts/audits/ask-known-failures-unit.cases.mjs,KEEP,scripts/audits/ask-known-failures-unit.cases.mjs,Developer/operator entry points,,tests/ask-known-failures-integration.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,af21831df3a28fdfd508ef18a5eb1c3a063312d42e01311d0acac3e78e97294d,af21831df3a28fdfd508ef18a5eb1c3a063312d42e01311d0acac3e78e97294d
scripts/audits/ask-known-failures.cases.mjs,KEEP,scripts/audits/ask-known-failures.cases.mjs,Developer/operator entry points,,tests/ask-known-failures-integration.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,97254ebf17d21c5b40f903ff7682106b05a2cb32dc7e580da13cd9f6cccc4b25,97254ebf17d21c5b40f903ff7682106b05a2cb32dc7e580da13cd9f6cccc4b25
scripts/audits/ask-late-corrections.cases.mjs,KEEP,scripts/audits/ask-late-corrections.cases.mjs,Developer/operator entry points,,tests/ask-late-corrections.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,8597818977d4621f003cef0bcb80138d20868622ec22d419ea95b1a04f43610d,8597818977d4621f003cef0bcb80138d20868622ec22d419ea95b1a04f43610d
scripts/audits/ask-lifetime-completion.cases.mjs,KEEP,scripts/audits/ask-lifetime-completion.cases.mjs,Developer/operator entry points,,tests/ask-lifetime-completion.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,b3e67581128f62924734f59f8aa40081bafc5bd051da298f8b511deb10b5c4e6,b3e67581128f62924734f59f8aa40081bafc5bd051da298f8b511deb10b5c4e6
scripts/audits/ask-lifetime-history.audit.mjs,KEEP,scripts/audits/ask-lifetime-history.audit.mjs,Developer/operator entry points,,docs/ask-evidence-contract-stage-1.md; docs/ask-governed-freeform-baseline-audit.txt; docs/ask-governed-freeform-remaining-audit.txt; docs/ask-launch-batch-checkpoint.md; docs/ask-lifetime-completion.md; docs/ask-lifetime-history-audit.md,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,9fd1173abacf591dfe69568afafc9e2513a2e067e56aef600f5ccc0dd44b171d,9fd1173abacf591dfe69568afafc9e2513a2e067e56aef600f5ccc0dd44b171d
scripts/audits/ask-lifetime-postgres.mjs,KEEP,scripts/audits/ask-lifetime-postgres.mjs,Developer/operator entry points,,docs/ask-database-lifetime-readiness-results.json; docs/ask-lifetime-completion.md; scripts/audits/ask-embedded-postgres-validation.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,7ed8952a90beee8446f5773850436b2ebf11ade0f4392b994146dd6e236c55c9,7ed8952a90beee8446f5773850436b2ebf11ade0f4392b994146dd6e236c55c9
scripts/audits/ask-memory-browser.mjs,KEEP,scripts/audits/ask-memory-browser.mjs,Developer/operator entry points,,docs/ask-memory-browser-acceptance.md; docs/ask-presentation-report.md,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,d0695e18fcd71bc796f259137dc9057445328c0203330d8c062fcc2298b29a93,d0695e18fcd71bc796f259137dc9057445328c0203330d8c062fcc2298b29a93
scripts/audits/ask-plan-recovery.cases.mjs,KEEP,scripts/audits/ask-plan-recovery.cases.mjs,Developer/operator entry points,,docs/ask-recoverable-planning-report.md; tests/ask-plan-recovery.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,9694155070027d41fa98f9678a46bcb35b1bade8246abf1e97524cc91a303aaf,9694155070027d41fa98f9678a46bcb35b1bade8246abf1e97524cc91a303aaf
scripts/audits/ask-presentation.cases.mjs,KEEP,scripts/audits/ask-presentation.cases.mjs,Developer/operator entry points,,docs/ask-presentation-report.md; tests/ask-presentation.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,ab2a236a5fea276eebe0ed160c55c9843fa826fa81dc0e19142f8838c09a5bbb,ab2a236a5fea276eebe0ed160c55c9843fa826fa81dc0e19142f8838c09a5bbb
scripts/audits/ask-production-repair.cases.mjs,KEEP,scripts/audits/ask-production-repair.cases.mjs,Developer/operator entry points,,docs/ask-production-correction-recovery-checkpoint.md; tests/ask-production-repair.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,3f86247fb935ac0601865aac6018e48717550059b2a3e7cc610fa72bc0f46d6b,3f86247fb935ac0601865aac6018e48717550059b2a3e7cc610fa72bc0f46d6b
scripts/audits/ask-recorded-completeness.cases.mjs,KEEP,scripts/audits/ask-recorded-completeness.cases.mjs,Developer/operator entry points,,docs/ask-recorded-completeness-implementation.md; tests/ask-recorded-completeness.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,098e2bde9763826cd7266caeba6bbe2e011c10366d5347a6c8487ce5113d073d,098e2bde9763826cd7266caeba6bbe2e011c10366d5347a6c8487ce5113d073d
scripts/audits/ask-remaining-lifetime-evidence.cases.mjs,KEEP,scripts/audits/ask-remaining-lifetime-evidence.cases.mjs,Developer/operator entry points,,docs/ask-remaining-lifetime-evidence.md; tests/ask-remaining-lifetime-evidence.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,4a014f23c8d3b7e8defb89fc5964e0ed95ec04e7d48ac67b923fd1d90520c351,4a014f23c8d3b7e8defb89fc5964e0ed95ec04e7d48ac67b923fd1d90520c351
scripts/audits/ask-remaining-reliability.cases.mjs,KEEP,scripts/audits/ask-remaining-reliability.cases.mjs,Developer/operator entry points,,tests/ask-remaining-reliability.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,a6a3b97148873efc107eb8e8f9b3a0e490d562e5746daf959d5fd7f96bb9196e,a6a3b97148873efc107eb8e8f9b3a0e490d562e5746daf959d5fd7f96bb9196e
scripts/audits/ask-repair-calibration.live.mjs,DECISION NEEDED,scripts/audits/ask-repair-calibration.live.mjs,Developer/operator entry points,D6,repository/CI/operator/evidence entry; see feature inventory,Separately invoked developer/live-benchmark tooling; retain historical reproducibility pending support decision; not executed.,structural/content reference scan; retained conservatively,5cb5ebd26eff4dee6b4f568e1c388b58f416d555a6019c0a9647a9df6674e330,5cb5ebd26eff4dee6b4f568e1c388b58f416d555a6019c0a9647a9df6674e330
scripts/audits/ask-resolution-status.cases.mjs,KEEP,scripts/audits/ask-resolution-status.cases.mjs,Developer/operator entry points,,docs/ask-resolution-status-grounding.md,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,2cff86aa2bd8a8fca201e83ce42beadb5c8d64fecd44c6b7bbc49ff1579057a3,2cff86aa2bd8a8fca201e83ce42beadb5c8d64fecd44c6b7bbc49ff1579057a3
scripts/audits/ask-review-calibration.live.mjs,DECISION NEEDED,scripts/audits/ask-review-calibration.live.mjs,Developer/operator entry points,D6,repository/CI/operator/evidence entry; see feature inventory,Separately invoked developer/live-benchmark tooling; retain historical reproducibility pending support decision; not executed.,structural/content reference scan; retained conservatively,586975f0135dd6ceb52887d9bdc1716137163018cb27948c324e14f4ec64a5c1,586975f0135dd6ceb52887d9bdc1716137163018cb27948c324e14f4ec64a5c1
scripts/audits/ask-review-handoff.live.mjs,DECISION NEEDED,scripts/audits/ask-review-handoff.live.mjs,Developer/operator entry points,D6,repository/CI/operator/evidence entry; see feature inventory,Separately invoked developer/live-benchmark tooling; retain historical reproducibility pending support decision; not executed.,structural/content reference scan; retained conservatively,117566068adabbf98eb754f62b6e62bd3101092b19358810afaa63a74a6cff8d,117566068adabbf98eb754f62b6e62bd3101092b19358810afaa63a74a6cff8d
scripts/audits/ask-reviewed-composition.cases.mjs,KEEP,scripts/audits/ask-reviewed-composition.cases.mjs,Developer/operator entry points,,tests/ask-reviewed-composition.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,c2c8f4fd48cd704298f4b637919e2de595ec7675d266e578be042eae197dae98,c2c8f4fd48cd704298f4b637919e2de595ec7675d266e578be042eae197dae98
scripts/audits/ask-reviewed-composition.live.mjs,DECISION NEEDED,scripts/audits/ask-reviewed-composition.live.mjs,Developer/operator entry points,D6,repository/CI/operator/evidence entry; see feature inventory,Separately invoked developer/live-benchmark tooling; retain historical reproducibility pending support decision; not executed.,structural/content reference scan; retained conservatively,72b6c453421720f2d7ac2ee5f8757e63bd8ecefc24538590ba42f9541bfddeba,72b6c453421720f2d7ac2ee5f8757e63bd8ecefc24538590ba42f9541bfddeba
scripts/audits/ask-shared-request-contract.cases.mjs,KEEP,scripts/audits/ask-shared-request-contract.cases.mjs,Developer/operator entry points,,tests/ask-shared-request-contract.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,7c40fced4b8402c2239a60a4d90eded4be4c0bcad93150e96e90ae84fed25dcd,7c40fced4b8402c2239a60a4d90eded4be4c0bcad93150e96e90ae84fed25dcd
scripts/audits/ask-shared-validation.live.mjs,DECISION NEEDED,scripts/audits/ask-shared-validation.live.mjs,Developer/operator entry points,D6,repository/CI/operator/evidence entry; see feature inventory,Separately invoked developer/live-benchmark tooling; retain historical reproducibility pending support decision; not executed.,structural/content reference scan; retained conservatively,64cbbab980c8d571f5c5f315a4120397311d3491914af09d1492332913f601d2,64cbbab980c8d571f5c5f315a4120397311d3491914af09d1492332913f601d2
scripts/audits/ask-stress-architecture.cases.mjs,KEEP,scripts/audits/ask-stress-architecture.cases.mjs,Developer/operator entry points,,tests/ask-stress-architecture.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,1848f01855336dc53aaa630fbaf5d77be436709c823f9919255ce488a0058ade,1848f01855336dc53aaa630fbaf5d77be436709c823f9919255ce488a0058ade
scripts/audits/ask-strong-review-calibration.live.mjs,DECISION NEEDED,scripts/audits/ask-strong-review-calibration.live.mjs,Developer/operator entry points,D6,repository/CI/operator/evidence entry; see feature inventory,Separately invoked developer/live-benchmark tooling; retain historical reproducibility pending support decision; not executed.,structural/content reference scan; retained conservatively,07cca8042caf6520f3b4c18f4cf3ea8e9d021127e2631afee5d015b1245a03cf,07cca8042caf6520f3b4c18f4cf3ea8e9d021127e2631afee5d015b1245a03cf
scripts/audits/ask-subject-continuity.cases.mjs,KEEP,scripts/audits/ask-subject-continuity.cases.mjs,Developer/operator entry points,,docs/ask-resolution-status-grounding.md; tests/ask-episode-history.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,6738dbcde4668c9043833c1f952d67dff3b4724615252739a232863147110795,6738dbcde4668c9043833c1f952d67dff3b4724615252739a232863147110795
scripts/audits/ask-ten-year-history.cases.mjs,KEEP,scripts/audits/ask-ten-year-history.cases.mjs,Developer/operator entry points,,docs/ask-ten-year-stress.md; tests/ask-ten-year-history.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,24bee86b28a0539018981a6038344af4c890fe00947a2380241b705e0fa63539,24bee86b28a0539018981a6038344af4c890fe00947a2380241b705e0fa63539
scripts/audits/ask-v1-benchmark-repair.cases.mjs,KEEP,scripts/audits/ask-v1-benchmark-repair.cases.mjs,Developer/operator entry points,,tests/ask-v1-benchmark-repair.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,d83a593a60f54404dd4e129e730cbecd530aaae1b78975ca574f74bf90ab9e89,d83a593a60f54404dd4e129e730cbecd530aaae1b78975ca574f74bf90ab9e89
scripts/audits/ask-v1-iteration.live.mjs,DECISION NEEDED,scripts/audits/ask-v1-iteration.live.mjs,Developer/operator entry points,D6,repository/CI/operator/evidence entry; see feature inventory,Separately invoked developer/live-benchmark tooling; retain historical reproducibility pending support decision; not executed.,structural/content reference scan; retained conservatively,9a9e071bd6f3a47b6dd1e76ff774169663b3df4b7184c53699998766c662b007,9a9e071bd6f3a47b6dd1e76ff774169663b3df4b7184c53699998766c662b007
scripts/audits/ask-v1-stabilization.cases.mjs,KEEP,scripts/audits/ask-v1-stabilization.cases.mjs,Developer/operator entry points,,tests/ask-v1-stabilization.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,6e23dfea392d3d2751eaaa9409960506acc0fd9be64c7f528d1c5ec6f643c7d3,6e23dfea392d3d2751eaaa9409960506acc0fd9be64c7f528d1c5ec6f643c7d3
scripts/audits/ask-v1-typed-validation.live.mjs,DECISION NEEDED,scripts/audits/ask-v1-typed-validation.live.mjs,Developer/operator entry points,D6,repository/CI/operator/evidence entry; see feature inventory,Separately invoked developer/live-benchmark tooling; retain historical reproducibility pending support decision; not executed.,structural/content reference scan; retained conservatively,fe63eb5f895fc0a10f6aa8f307e0e207a7a46a1a45e46245b5b152d686e4f159,fe63eb5f895fc0a10f6aa8f307e0e207a7a46a1a45e46245b5b152d686e4f159
scripts/audits/ask-weight-comparison.cases.mjs,KEEP,scripts/audits/ask-weight-comparison.cases.mjs,Developer/operator entry points,,tests/ask-weight-comparison.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,54446371023ef4034c3bf0fd29f4dff9d1f6cf8dcc8411663769ecdd116a48a9,54446371023ef4034c3bf0fd29f4dff9d1f6cf8dcc8411663769ecdd116a48a9
scripts/audits/feature-provider-compatibility.cases.mjs,KEEP,scripts/audits/feature-provider-compatibility.cases.mjs,Developer/operator entry points,,tests/feature-provider-compatibility.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,313aac0af4e1044ca47d277ef886e6627e48b1029a3ad1237f6adcac39382010,313aac0af4e1044ca47d277ef886e6627e48b1029a3ad1237f6adcac39382010
scripts/audits/fixtures/ask-benchmark-200.mjs,KEEP,scripts/audits/fixtures/ask-benchmark-200.mjs,Developer/operator entry points,,scripts/audits/ask-benchmark-200.finish.mjs; scripts/audits/ask-benchmark-200.live.mjs; scripts/audits/ask-benchmark-preflight.mjs; scripts/audits/ask-plan-recovery.cases.mjs; scripts/audits/ask-v1-benchmark-repair.cases.mjs; scripts/audits/ask-v1-iteration.live.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,edb093f8a681b202fedfba358fe6636cafe3818cae05925f4fff3d4e8cb73ab6,edb093f8a681b202fedfba358fe6636cafe3818cae05925f4fff3d4e8cb73ab6
scripts/audits/fixtures/ask-lifetime-history.mjs,KEEP,scripts/audits/fixtures/ask-lifetime-history.mjs,Developer/operator entry points,,docs/ask-lifetime-history-audit.md; docs/ask-remaining-lifetime-evidence.md; docs/ask-resolution-status-grounding.md; docs/ask-runner-gap-classification.md; docs/ask-runner-gap-review.md; scripts/audits/ask-candidate-integration.cases.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,a94407c46408925a3026c37ee0b8c16547e45c8c9e43fdea2721e2430d77bd46,a94407c46408925a3026c37ee0b8c16547e45c8c9e43fdea2721e2430d77bd46
scripts/audits/fixtures/ask-ten-year-history.mjs,KEEP,scripts/audits/fixtures/ask-ten-year-history.mjs,Developer/operator entry points,,scripts/audits/ask-ten-year-history.cases.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,41cba81f5c39031b9fd72e013ee590155b5ee3fd8a46d50a79ecc157766c6682,41cba81f5c39031b9fd72e013ee590155b5ee3fd8a46d50a79ecc157766c6682
scripts/audits/helpers/ask-settlement-ledger.mjs,KEEP,scripts/audits/helpers/ask-settlement-ledger.mjs,Developer/operator entry points,,scripts/audits/ask-production-repair.cases.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,2ea7a6111b3fd6935a0de3ec04948aef68529a90d09675104fcc5b152d2438e7,2ea7a6111b3fd6935a0de3ec04948aef68529a90d09675104fcc5b152d2438e7
scripts/audits/helpers/deny-external-fetch.mjs,KEEP,scripts/audits/helpers/deny-external-fetch.mjs,Developer/operator entry points,,repository/CI/operator/evidence entry; see feature inventory,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,0d520505c5585ba3b681b88f60829e0142f182c86d405aaf371ee1918897cc2e,0d520505c5585ba3b681b88f60829e0142f182c86d405aaf371ee1918897cc2e
scripts/audits/helpers/embedded-postgres.mjs,KEEP,scripts/audits/helpers/embedded-postgres.mjs,Developer/operator entry points,,scripts/audits/ask-lifetime-postgres.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,e2614819a4044db5843ae325f6769959a4fa9d83def9aca5848edf30ab3f3dce,e2614819a4044db5843ae325f6769959a4fa9d83def9aca5848edf30ab3f3dce
scripts/audits/helpers/lifetime-harness.mjs,KEEP,scripts/audits/helpers/lifetime-harness.mjs,Developer/operator entry points,,docs/ask-lifetime-history-stage-2-report.md; docs/ask-remaining-lifetime-evidence.md; docs/ask-runner-gap-classification.md; docs/ask-runner-gap-review.md; scripts/audits/ask-benchmark-200.finish.mjs; scripts/audits/ask-benchmark-200.live.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,ff28c6debf7e7f0c23060794f0c79b05905a0285c0ae10c1dc89bd10eb06a5b5,ff28c6debf7e7f0c23060794f0c79b05905a0285c0ae10c1dc89bd10eb06a5b5
scripts/audits/offline-network-guard.mjs,KEEP,scripts/audits/offline-network-guard.mjs,Developer/operator entry points,,repository/CI/operator/evidence entry; see feature inventory,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,1b6214a03447cd3a9aded25032738e488ee64b79765499c70dd387cde57d6399,1b6214a03447cd3a9aded25032738e488ee64b79765499c70dd387cde57d6399
scripts/audits/report-ask-benchmark-200.py,KEEP,scripts/audits/report-ask-benchmark-200.py,Developer/operator entry points,,repository/CI/operator/evidence entry; see feature inventory,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,62c8c62acaef181fb7d4fc4b742e36a849eada924f0fab3e006b65c4f957d67e,62c8c62acaef181fb7d4fc4b742e36a849eada924f0fab3e006b65c4f957d67e
